ags,land_total,land_settlement,land_traffic,veg_agri,veg_forrest,veg_wood,veg_heath,veg_moor,veg_marsh,veg_plant_uncover_com,water_total,settlement_ghd
13076126,4914.0,169.0,133.0,3333.0,1175.0,40.0,,,,11.0,52.0,11.0
13076127,,,,,,,,,,,,
13076128,6770.0,284.0,184.0,3343.0,1746.0,308.0,,28.0,217.0,5.0,655.0,24.0
13076129,2060.0,45.0,70.0,1239.0,689.0,0.0,,0.0,0.0,2.0,15.0,2.0
13076130,1203.0,104.0,33.0,919.0,95.0,22.0,,,,18.0,13.0,15.0
13076131,1476.0,40.0,55.0,769.0,572.0,17.0,,,,2.0,22.0,1.0
13076132,2726.0,107.0,83.0,2106.0,380.0,18.0,,,,3.0,29.0,1.0
13076133,2136.0,124.0,64.0,1250.0,670.0,13.0,,,,,15.0,3.0
13076134,1878.0,122.0,58.0,1546.0,130.0,11.0,,3.0,,0.0,9.0,5.0
13076135,4172.0,136.0,82.0,3071.0,521.0,67.0,,4.0,12.0,1.0,278.0,2.0
13076136,2754.0,110.0,69.0,2288.0,171.0,7.0,,1.0,13.0,5.0,92.0,6.0
13076137,3599.0,126.0,110.0,2126.0,1192.0,21.0,,,,1.0,24.0,16.0
13076138,1025.0,70.0,37.0,680.0,219.0,7.0,,,,2.0,11.0,1.0
13076139,1104.0,47.0,26.0,894.0,110.0,5.0,,,,3.0,18.0,3.0
13076140,4212.0,125.0,108.0,1977.0,1687.0,24.0,,2.0,34.0,14.0,243.0,1.0
13076141,1509.0,51.0,45.0,723.0,666.0,16.0,,,0.0,2.0,5.0,5.0
13076142,10670.0,409.0,284.0,6787.0,2965.0,66.0,,,7.0,50.0,102.0,25.0
13076143,7757.0,227.0,197.0,3503.0,3640.0,101.0,,,,0.0,89.0,5.0
13076144,,,,,,,,,,,,
13076145,2389.0,71.0,90.0,1556.0,625.0,10.0,,,,6.0,32.0,3.0
13076146,1394.0,58.0,41.0,919.0,350.0,2.0,,,,0.0,24.0,2.0
13076147,1493.0,56.0,33.0,1358.0,8.0,12.0,,2.0,0.0,3.0,22.0,5.0
13076148,4222.0,125.0,94.0,1393.0,2412.0,60.0,,23.0,12.0,4.0,99.0,
13076149,,,,,,,,,,,,
13076150,,,,,,,,,,,,
13076151,1817.0,88.0,38.0,1550.0,99.0,18.0,,,,,24.0,0.0
13076152,8008.0,545.0,313.0,5524.0,1497.0,33.0,,,1.0,13.0,83.0,99.0
13076153,10473.0,389.0,276.0,7339.0,2088.0,106.0,,,4.0,28.0,243.0,38.0
13076154,1228.0,141.0,45.0,984.0,34.0,5.0,,,1.0,4.0,13.0,20.0
13076155,1879.0,75.0,45.0,810.0,827.0,34.0,,,2.0,42.0,44.0,3.0
13076156,2350.0,111.0,107.0,1345.0,725.0,23.0,,9.0,,0.0,30.0,5.0
13076157,,,,,,,,,,,,
13076158,1163.0,54.0,31.0,712.0,335.0,1.0,,,,13.0,17.0,0.0
13076159,9191.0,396.0,224.0,5861.0,1236.0,105.0,,,9.0,36.0,1325.0,49.0
13076160,3678.0,118.0,87.0,2504.0,883.0,42.0,,,,1.0,43.0,1.0
13076161,1333.0,78.0,31.0,965.0,247.0,2.0,,,,2.0,7.0,8.0
13076162,3891.0,135.0,77.0,3083.0,499.0,26.0,,2.0,3.0,4.0,63.0,3.0
13076163,713.0,32.0,11.0,483.0,168.0,5.0,,,,0.0,15.0,1.0
13076164,4669.0,163.0,78.0,3933.0,353.0,38.0,27.0,11.0,7.0,3.0,54.0,2.0
13076165,3319.0,125.0,70.0,2524.0,443.0,23.0,105.0,,2.0,4.0,23.0,1.0
13076166,8793.0,332.0,185.0,5797.0,2196.0,90.0,118.0,,20.0,3.0,52.0,13.0
13076167,2495.0,81.0,48.0,1776.0,216.0,36.0,,,5.0,35.0,297.0,1.0
13076168,,,,,,,,,,,,
13076169,,,,,,,,,,,,
14000000,1844997.0,185369.0,81028.0,1003045.0,495945.0,8883.0,2730.0,62.0,518.0,23564.0,43854.0,22583.0
14161000,,,,,,,,,,,,
14166000,,,,,,,,,,,,
14167000,,,,,,,,,,,,
14171000,,,,,,,,,,,,
14173000,,,,,,,,,,,,
14177000,,,,,,,,,,,,
14178000,,,,,,,,,,,,
14181000,,,,,,,,,,,,
14182000,,,,,,,,,,,,
14188000,,,,,,,,,,,,
14191000,,,,,,,,,,,,
14193000,,,,,,,,,,,,
14262000,,,,,,,,,,,,
14263000,,,,,,,,,,,,
14264000,,,,,,,,,,,,
14272000,,,,,,,,,,,,
14280000,,,,,,,,,,,,
14284000,,,,,,,,,,,,
14285000,,,,,,,,,,,,
14286000,,,,,,,,,,,,
14287000,,,,,,,,,,,,
14290000,,,,,,,,,,,,
14292000,,,,,,,,,,,,
14365000,,,,,,,,,,,,
14374000,,,,,,,,,,,,
14375000,,,,,,,,,,,,
14379000,,,,,,,,,,,,
14383000,,,,,,,,,,,,
14389000,,,,,,,,,,,,
14511000,22105.0,7881.0,2046.0,8304.0,3250.0,273.0,,,3.0,121.0,227.0,941.0
14521000,182791.0,14650.0,7599.0,73625.0,81403.0,438.0,1.0,38.0,77.0,2926.0,2036.0,1868.0
14521010,2327.0,177.0,108.0,1348.0,647.0,21.0,,,,13.0,13.0,16.0
14521020,2815.0,562.0,220.0,1485.0,383.0,6.0,,,,149.0,10.0,72.0
14521030,2092.0,618.0,188.0,428.0,774.0,4.0,,,,45.0,36.0,117.0
14521035,,,,,,,,,,,,
14521040,828.0,114.0,35.0,464.0,195.0,2.0,,,,16.0,2.0,6.0
14521050,1551.0,410.0,93.0,412.0,540.0,14.0,,,,60.0,22.0,34.0
14521060,547.0,102.0,46.0,278.0,62.0,7.0,,,,48.0,3.0,14.0
14521070,,,,,,,,,,,,
14521080,1915.0,84.0,75.0,366.0,1357.0,1.0,,0.0,0.0,19.0,12.0,4.0
14521090,1545.0,42.0,44.0,314.0,1138.0,,,,,4.0,2.0,0.0
14521100,,,,,,,,,,,,
14521110,6001.0,309.0,231.0,929.0,4369.0,15.0,,,,113.0,35.0,16.0
14521120,2119.0,231.0,100.0,1386.0,367.0,3.0,,,0.0,18.0,14.0,29.0
14521130,3642.0,181.0,112.0,1337.0,1958.0,3.0,,,13.0,26.0,14.0,41.0
14521140,807.0,75.0,31.0,230.0,448.0,0.0,,,,17.0,6.0,15.0
14521150,3287.0,261.0,127.0,2061.0,764.0,2.0,,,,44.0,27.0,42.0
14521160,1589.0,175.0,76.0,466.0,774.0,1.0,,,1.0,86.0,10.0,28.0
14521170,11223.0,309.0,375.0,1023.0,9101.0,8.0,,5.0,0.0,70.0,332.0,24.0
14521180,4574.0,173.0,144.0,1940.0,2108.0,35.0,,,14.0,137.0,20.0,47.0
14521190,,,,,,,,,,,,
14521200,2111.0,145.0,71.0,954.0,912.0,,,,0.0,22.0,6.0,17.0
14521210,1856.0,122.0,47.0,350.0,1273.0,2.0,,,,32.0,31.0,18.0
14521220,1978.0,190.0,85.0,1377.0,292.0,14.0,,,,10.0,10.0,26.0
14521230,419.0,78.0,28.0,253.0,47.0,1.0,,,,8.0,4.0,9.0
14521240,2257.0,126.0,92.0,1480.0,513.0,1.0,,,,29.0,15.0,15.0
14521250,2665.0,175.0,142.0,1680.0,583.0,5.0,,,1.0,61.0,19.0,27.0
14521260,2225.0,237.0,89.0,778.0,1094.0,2.0,,,0.0,17.0,9.0,38.0
14521270,2872.0,154.0,116.0,1051.0,1497.0,2.0,,,0.0,25.0,26.0,17.0
14521280,951.0,49.0,31.0,621.0,232.0,0.0,,,1.0,9.0,7.0,6.0
14521290,524.0,98.0,34.0,299.0,71.0,0.0,,,,21.0,1.0,2.0
14521300,,,,,,,,,,,,
14521310,2622.0,300.0,147.0,1862.0,268.0,1.0,,,,25.0,19.0,50.0
14521320,2958.0,289.0,129.0,292.0,2183.0,8.0,,,,40.0,18.0,17.0
14521330,4970.0,132.0,154.0,1266.0,3312.0,7.0,,,,84.0,16.0,14.0
14521340,1951.0,79.0,69.0,834.0,924.0,2.0,,,,34.0,8.0,9.0
14521350,,,,,,,,,,,,
14521355,3028.0,278.0,132.0,812.0,1752.0,2.0,,,0.0,35.0,16.0,32.0
14521360,,,,,,,,,,,,
14521370,3049.0,256.0,143.0,1453.0,1143.0,10.0,,,,37.0,7.0,28.0
14521380,2229.0,287.0,82.0,1628.0,166.0,1.0,,,,52.0,14.0,27.0
14521390,13350.0,859.0,527.0,4818.0,6614.0,44.0,,6.0,3.0,419.0,61.0,98.0
14521400,3167.0,152.0,119.0,2366.0,383.0,14.0,1.0,,1.0,113.0,18.0,21.0
14521410,2014.0,322.0,97.0,1319.0,246.0,7.0,,,0.0,15.0,9.0,51.0
14521420,1306.0,139.0,74.0,616.0,447.0,,,,,11.0,18.0,42.0
14521430,604.0,128.0,39.0,352.0,51.0,3.0,,,,14.0,16.0,9.0
14521440,4002.0,197.0,158.0,362.0,3086.0,24.0,,,,168.0,8.0,10.0
14521450,2628.0,505.0,166.0,1140.0,739.0,14.0,,,1.0,34.0,27.0,61.0
14521460,12536.0,613.0,389.0,4261.0,7042.0,8.0,,22.0,1.0,95.0,106.0,111.0
14521470,,,,,,,,,,,,
14521480,,,,,,,,,,,,
14521490,,,,,,,,,,,,
14521495,8343.0,455.0,285.0,3796.0,3447.0,5.0,,,,68.0,286.0,67.0
14521500,3955.0,248.0,163.0,1381.0,2009.0,1.0,,,1.0,28.0,123.0,35.0
14521510,900.0,75.0,42.0,519.0,209.0,7.0,,,3.0,38.0,7.0,12.0
14521520,2122.0,137.0,71.0,1269.0,541.0,9.0,,,24.0,51.0,19.0,29.0
14521530,2335.0,446.0,146.0,1154.0,481.0,26.0,,,1.0,53.0,28.0,48.0
14521540,2815.0,177.0,113.0,648.0,1770.0,6.0,,1.0,1.0,17.0,82.0,32.0
14521550,4631.0,612.0,240.0,1625.0,2039.0,9.0,,,0.0,75.0,31.0,77.0
14521560,4451.0,233.0,162.0,1641.0,2305.0,26.0,,,8.0,34.0,42.0,35.0
14521570,1243.0,144.0,40.0,697.0,344.0,0.0,,,0.0,14.0,3.0,8.0
14521580,,,,,,,,,,,,
14521590,3899.0,439.0,167.0,2306.0,914.0,12.0,,,,27.0,34.0,67.0
14521600,2829.0,159.0,103.0,849.0,1512.0,11.0,,1.0,0.0,18.0,177.0,25.0
14521610,797.0,47.0,33.0,430.0,273.0,0.0,,,0.0,9.0,6.0,4.0
14521620,1079.0,179.0,55.0,393.0,440.0,1.0,,,,5.0,7.0,14.0
14521630,2421.0,199.0,125.0,1554.0,465.0,6.0,,,0.0,43.0,28.0,30.0
14521640,1890.0,186.0,75.0,1075.0,525.0,4.0,,,1.0,16.0,8.0,7.0
14521650,,,,,,,,,,,,
14521660,,,,,,,,,,,,
14521670,3051.0,196.0,140.0,2108.0,522.0,3.0,,,0.0,58.0,23.0,22.0
14521680,,,,,,,,,,,,
14521690,2279.0,281.0,149.0,1239.0,543.0,3.0,,,,30.0,35.0,31.0
14521700,2192.0,210.0,86.0,769.0,1070.0,8.0,,3.0,,31.0,15.0,12.0
14521710,6424.0,495.0,237.0,3478.0,2139.0,6.0,,,0.0,35.0,33.0,52.0
14522000,211685.0,15765.0,8277.0,150327.0,33137.0,508.0,7.0,1.0,22.0,1221.0,2422.0,2185.0
14522010,1408.0,108.0,50.0,1199.0,41.0,0.0,,,,6.0,4.0,7.0
14522020,2338.0,208.0,118.0,1020.0,936.0,4.0,,,0.0,15.0,38.0,16.0
14522030,,,,,,,,,,,,
14522035,5512.0,334.0,163.0,4543.0,372.0,6.0,,,0.0,60.0,34.0,37.0
14522040,,,,,,,,,,,,
14522050,4633.0,471.0,164.0,2898.0,1000.0,6.0,,,0.0,50.0,43.0,105.0
14522060,2588.0,367.0,135.0,1721.0,329.0,2.0,,0.0,1.0,12.0,21.0,43.0
14522070,2138.0,247.0,66.0,1643.0,139.0,4.0,,,0.0,20.0,19.0,24.0
14522080,9174.0,954.0,471.0,7219.0,348.0,29.0,1.0,,,41.0,112.0,147.0
14522090,2958.0,85.0,80.0,2300.0,460.0,,,,,24.0,9.0,1.0
14522100,,,,,,,,,,,,
14522110,3388.0,234.0,78.0,2847.0,185.0,3.0,,,2.0,25.0,13.0,37.0
14522120,3783.0,209.0,133.0,3091.0,311.0,2.0,,,,3.0,34.0,19.0
14522130,,,,,,,,,,,,
14522140,2776.0,367.0,206.0,844.0,1249.0,14.0,,1.0,0.0,39.0,56.0,46.0
14522150,6562.0,580.0,291.0,4319.0,1207.0,78.0,,,,28.0,59.0,82.0
14522160,,,,,,,,,,,,
14522170,5899.0,179.0,171.0,4146.0,1294.0,1.0,,,0.0,34.0,74.0,32.0
14522180,4832.0,1125.0,341.0,2098.0,1006.0,16.0,,,7.0,179.0,60.0,239.0
14522190,3005.0,191.0,102.0,2015.0,669.0,0.0,2.0,,,7.0,19.0,17.0
14522200,3221.0,152.0,74.0,2376.0,476.0,1.0,,,,15.0,126.0,13.0
14522210,6163.0,465.0,272.0,3604.0,1682.0,29.0,,,,63.0,47.0,57.0
14522220,4445.0,254.0,199.0,3707.0,238.0,2.0,,,0.0,11.0,33.0,79.0
14522230,5174.0,445.0,238.0,4114.0,313.0,22.0,,,,13.0,29.0,52.0
14522240,4104.0,305.0,135.0,3223.0,313.0,8.0,,,,79.0,41.0,44.0
14522250,5440.0,338.0,198.0,4365.0,477.0,18.0,,,,7.0,37.0,56.0
14522260,1029.0,314.0,73.0,521.0,79.0,15.0,,,,8.0,18.0,81.0
14522270,,,,,,,,,,,,
14522280,2842.0,115.0,75.0,2326.0,257.0,1.0,,,0.0,7.0,61.0,11.0
14522290,3104.0,146.0,84.0,2554.0,292.0,2.0,,,2.0,3.0,22.0,6.0
14522300,3108.0,150.0,97.0,2420.0,364.0,1.0,,,0.0,3.0,73.0,14.0
14522310,7808.0,480.0,318.0,6319.0,503.0,37.0,2.0,,,22.0,126.0,64.0
14522320,3447.0,187.0,104.0,2145.0,952.0,1.0,,,0.0,16.0,41.0,23.0
14522330,4915.0,516.0,241.0,3623.0,406.0,43.0,,,0.0,31.0,54.0,120.0
14522340,3339.0,170.0,79.0,2603.0,393.0,2.0,,,,31.0,61.0,36.0
14522350,2833.0,237.0,139.0,1952.0,421.0,8.0,,,,16.0,59.0,11.0
14522360,4126.0,532.0,192.0,2796.0,437.0,6.0,,,,22.0,143.0,73.0
14522370,,,,,,,,,,,,
14522380,809.0,124.0,49.0,593.0,7.0,24.0,,,,3.0,10.0,35.0
14522390,4314.0,164.0,112.0,2771.0,1157.0,1.0,,,,40.0,68.0,20.0
14522400,4809.0,165.0,133.0,1812.0,2554.0,1.0,,,,31.0,113.0,17.0
14522410,,,,,,,,,,,,
14522420,1639.0,222.0,115.0,938.0,319.0,2.0,,,0.0,7.0,37.0,10.0
14522430,4429.0,219.0,143.0,3536.0,478.0,2.0,,,,27.0,23.0,2.0
14522440,7733.0,526.0,250.0,6053.0,841.0,8.0,,,1.0,18.0,36.0,64.0
14522450,5270.0,313.0,184.0,4576.0,124.0,3.0,1.0,,,42.0,26.0,32.0
14522460,6337.0,702.0,356.0,4593.0,580.0,24.0,,,0.0,14.0,66.0,99.0
14522470,5266.0,152.0,223.0,1496.0,3361.0,3.0,,,,12.0,19.0,18.0
14522480,4971.0,233.0,122.0,4029.0,536.0,2.0,,,0.0,18.0,31.0,39.0
14522490,2376.0,286.0,137.0,1390.0,489.0,3.0,0.0,,,23.0,48.0,16.0
14522500,5359.0,304.0,167.0,3266.0,1555.0,5.0,,,1.0,7.0,55.0,66.0
14522510,4410.0,359.0,216.0,3439.0,337.0,3.0,,,,11.0,45.0,42.0
14522520,3530.0,106.0,94.0,2011.0,1286.0,0.0,,,4.0,15.0,13.0,13.0
14522530,3122.0,121.0,114.0,2633.0,208.0,3.0,0.0,,0.0,4.0,39.0,8.0
14522540,7723.0,399.0,274.0,5945.0,997.0,21.0,0.0,,,25.0,62.0,21.0
14522550,1111.0,112.0,57.0,880.0,48.0,1.0,,,,1.0,11.0,10.0
14522570,4171.0,339.0,176.0,3209.0,364.0,25.0,0.0,,,6.0,50.0,31.0
14522580,2566.0,135.0,104.0,1929.0,340.0,13.0,,,2.0,6.0,37.0,12.0
14522590,2257.0,144.0,68.0,1745.0,250.0,1.0,,,,14.0,35.0,37.0
14522600,1568.0,64.0,37.0,1348.0,109.0,1.0,0.0,,,2.0,6.0,2.0
14522610,,,,,,,,,,,,
14522620,1826.0,106.0,56.0,1584.0,50.0,1.0,,,,6.0,23.0,1.0
14523000,141242.0,10461.0,5981.0,65563.0,55020.0,225.0,228.0,8.0,19.0,2018.0,1720.0,1465.0
14523010,4292.0,255.0,195.0,1743.0,1991.0,3.0,1.0,1.0,0.0,85.0,19.0,29.0
14523020,5552.0,695.0,287.0,1517.0,2938.0,9.0,,4.0,0.0,79.0,23.0,47.0
14523030,4392.0,166.0,186.0,1456.0,2431.0,4.0,,,2.0,128.0,19.0,13.0
14523040,1977.0,187.0,92.0,516.0,1148.0,4.0,,,,20.0,10.0,3.0
14523050,834.0,57.0,28.0,287.0,442.0,0.0,,,,14.0,4.0,1.0
14523060,3421.0,137.0,94.0,2015.0,1021.0,4.0,0.0,,4.0,59.0,85.0,7.0
14523070,,,,,,,,,,,,
14523080,3272.0,96.0,96.0,1652.0,1363.0,17.0,,0.0,0.0,39.0,8.0,9.0
14523090,455.0,106.0,39.0,252.0,48.0,1.0,,,,7.0,2.0,22.0
14523100,2510.0,167.0,97.0,1502.0,687.0,1.0,,,,18.0,38.0,36.0
14523110,,,,,,,,,,,,
14523120,3106.0,321.0,153.0,1292.0,1268.0,1.0,0.0,,1.0,31.0,39.0,49.0
14523130,2754.0,86.0,104.0,188.0,2253.0,,,,0.0,27.0,95.0,7.0
14523140,,,,,,,,,,,,
14523150,2186.0,180.0,98.0,1400.0,485.0,3.0,,,,11.0,8.0,60.0
14523160,5044.0,332.0,219.0,771.0,3663.0,2.0,,,,44.0,12.0,26.0
14523170,4698.0,396.0,258.0,2851.0,1044.0,1.0,,,3.0,109.0,36.0,70.0
14523180,,,,,,,,,,,,
14523190,1421.0,128.0,59.0,976.0,241.0,0.0,,,,11.0,6.0,5.0
14523200,6906.0,331.0,197.0,2352.0,3935.0,1.0,1.0,2.0,2.0,65.0,18.0,40.0
14523210,,,,,,,,,,,,
14523220,,,,,,,,,,,,
14523230,3964.0,106.0,77.0,2161.0,1585.0,1.0,,,,23.0,10.0,11.0
14523240,,,,,,,,,,,,
14523245,5609.0,212.0,155.0,471.0,4636.0,1.0,,,,102.0,31.0,25.0
14523250,,,,,,,,,,,,
14523260,1251.0,151.0,77.0,728.0,271.0,0.0,,,,13.0,10.0,30.0
14523270,3349.0,217.0,146.0,1780.0,972.0,1.0,,,,63.0,171.0,37.0
14523280,1731.0,194.0,94.0,1228.0,181.0,0.0,0.0,,0.0,20.0,13.0,45.0
14523290,1302.0,76.0,36.0,621.0,551.0,2.0,,,0.0,13.0,3.0,11.0
14523300,5367.0,624.0,273.0,3168.0,1018.0,9.0,,,2.0,83.0,191.0,151.0
14523310,6413.0,275.0,193.0,3847.0,2019.0,2.0,,,,29.0,48.0,33.0
14523320,10211.0,1948.0,782.0,5180.0,1884.0,30.0,70.0,,0.0,214.0,103.0,272.0
14523330,3664.0,210.0,165.0,1878.0,1019.0,3.0,,0.0,,42.0,346.0,27.0
14523340,3446.0,692.0,265.0,1850.0,581.0,5.0,,,0.0,29.0,24.0,90.0
14523350,,,,,,,,,,,,
14523360,2688.0,362.0,121.0,1259.0,888.0,1.0,,,0.0,37.0,19.0,47.0
14523365,6734.0,234.0,224.0,3665.0,2481.0,2.0,48.0,,0.0,54.0,26.0,22.0
14523370,5506.0,175.0,188.0,1474.0,3593.0,0.0,,,,59.0,16.0,16.0
14523380,2037.0,160.0,56.0,863.0,919.0,0.0,,,1.0,25.0,13.0,51.0
14523390,,,,,,,,,,,,
14523400,,,,,,,,,,,,
14523410,994.0,56.0,27.0,603.0,264.0,1.0,,,1.0,36.0,6.0,3.0
14523420,1956.0,103.0,72.0,1196.0,559.0,3.0,,,,17.0,6.0,3.0
14523430,4374.0,415.0,221.0,2255.0,1418.0,4.0,,,,43.0,18.0,98.0
14523440,4309.0,105.0,95.0,2453.0,1445.0,73.0,0.0,,0.0,121.0,16.0,8.0
14523450,12163.0,428.0,469.0,7550.0,3159.0,35.0,108.0,,,234.0,180.0,61.0
14523460,1356.0,73.0,43.0,561.0,616.0,0.0,,,1.0,15.0,47.0,3.0
14523470,,,,,,,,,,,,
14524000,94979.0,12265.0,5146.0,59498.0,15815.0,178.0,7.0,0.0,4.0,1059.0,1006.0,1781.0
14524010,1482.0,114.0,59.0,1073.0,214.0,0.0,,,0.0,7.0,14.0,15.0
14524020,3986.0,365.0,153.0,2919.0,484.0,2.0,0.0,,,39.0,24.0,18.0
14524030,6115.0,673.0,331.0,4599.0,440.0,8.0,0.0,,0.0,22.0,41.0,120.0
14524040,1881.0,100.0,48.0,1243.0,451.0,0.0,,,,25.0,14.0,13.0
14524050,1336.0,100.0,79.0,1011.0,140.0,0.0,,,,4.0,2.0,21.0
14524060,2260.0,237.0,94.0,1798.0,113.0,2.0,0.0,,0.0,6.0,8.0,27.0
14524070,970.0,176.0,40.0,720.0,14.0,3.0,,,,10.0,8.0,16.0
14524080,5162.0,904.0,389.0,2602.0,1002.0,40.0,,,,101.0,123.0,120.0
14524090,3670.0,220.0,172.0,1978.0,1223.0,1.0,,,0.0,41.0,34.0,24.0
14524100,2717.0,112.0,65.0,714.0,1770.0,0.0,,,,25.0,32.0,11.0
14524110,1898.0,107.0,113.0,1099.0,520.0,3.0,,,,14.0,41.0,30.0
14524120,1858.0,446.0,173.0,683.0,536.0,0.0,,,,12.0,7.0,46.0
14524130,3957.0,290.0,127.0,2704.0,709.0,2.0,,,0.0,65.0,60.0,17.0
14524140,3637.0,191.0,124.0,2686.0,584.0,1.0,,,0.0,10.0,41.0,16.0
14524150,2262.0,132.0,83.0,1361.0,626.0,0.0,,,,28.0,30.0,18.0
14524160,1547.0,264.0,106.0,851.0,289.0,6.0,,,,12.0,19.0,9.0
14524170,2732.0,240.0,155.0,1940.0,369.0,5.0,,,,11.0,14.0,29.0
14524180,5021.0,812.0,252.0,3312.0,514.0,5.0,,,0.0,40.0,86.0,113.0
14524190,1981.0,526.0,159.0,1171.0,107.0,9.0,,,,3.0,6.0,100.0
14524200,4970.0,390.0,168.0,3730.0,558.0,4.0,,,,79.0,41.0,50.0
14524210,1689.0,180.0,83.0,1275.0,126.0,3.0,,,,9.0,13.0,40.0
14524220,1011.0,86.0,51.0,819.0,30.0,6.0,,,,6.0,12.0,4.0
14524230,1468.0,260.0,67.0,1100.0,20.0,2.0,,,,7.0,12.0,26.0
14524240,1434.0,79.0,34.0,1301.0,10.0,0.0,0.0,,,3.0,5.0,2.0
14524250,2125.0,263.0,141.0,1554.0,117.0,1.0,,,0.0,42.0,6.0,57.0
14524260,1479.0,110.0,67.0,1000.0,258.0,1.0,3.0,,,19.0,21.0,20.0
14524270,1543.0,62.0,31.0,1421.0,17.0,,,,,9.0,3.0,7.0
14524280,2126.0,252.0,123.0,1392.0,312.0,1.0,,0.0,,26.0,20.0,68.0
14524290,2506.0,184.0,101.0,1694.0,448.0,3.0,,,,35.0,40.0,9.0
14524300,6563.0,703.0,380.0,2934.0,2436.0,18.0,3.0,,3.0,21.0,65.0,80.0
14524310,2069.0,191.0,95.0,1550.0,174.0,1.0,,,,31.0,27.0,18.0
14524320,1265.0,296.0,114.0,649.0,166.0,2.0,,,,12.0,26.0,29.0
14524330,10258.0,3195.0,970.0,4613.0,1038.0,47.0,,,,284.0,110.0,608.0
14612000,32848.0,10501.0,3381.0,10605.0,7169.0,203.0,35.0,,1.0,272.0,682.0,1104.0
14625000,239560.0,21390.0,9524.0,109823.0,82612.0,1241.0,31.0,5.0,179.0,4780.0,9975.0,2290.0
14625010,3587.0,251.0,147.0,2091.0,1030.0,3.0,4.0,,,15.0,45.0,28.0
14625020,6667.0,1370.0,495.0,3817.0,253.0,48.0,,,0.0,41.0,643.0,222.0
14625030,5987.0,541.0,260.0,1690.0,3197.0,22.0,,,,92.0,185.0,78.0
14625040,4621.0,536.0,233.0,3078.0,670.0,17.0,,,7.0,29.0,51.0,64.0
14625050,,,,,,,,,,,,
14625060,3190.0,192.0,159.0,2355.0,441.0,6.0,,,0.0,20.0,17.0,27.0
14625070,,,,,,,,,,,,
14625080,1333.0,65.0,37.0,1119.0,98.0,1.0,,,,4.0,8.0,2.0
14625090,2665.0,235.0,114.0,1178.0,1107.0,3.0,,,1.0,12.0,15.0,30.0
14625100,2109.0,221.0,77.0,1373.0,352.0,1.0,,,1.0,61.0,23.0,29.0
14625110,4048.0,275.0,130.0,2798.0,806.0,5.0,,,,7.0,26.0,22.0
14625120,12752.0,3314.0,373.0,3275.0,3960.0,295.0,0.0,,,320.0,1214.0,47.0
14625130,3263.0,200.0,100.0,2052.0,873.0,4.0,,,,18.0,16.0,13.0
14625140,943.0,62.0,21.0,765.0,85.0,0.0,,,0.0,3.0,6.0,9.0
14625150,4327.0,249.0,166.0,3667.0,187.0,16.0,,,3.0,6.0,34.0,26.0
14625160,5422.0,369.0,194.0,2612.0,1668.0,10.0,1.0,,32.0,31.0,505.0,25.0
14625170,3728.0,168.0,124.0,2084.0,1302.0,3.0,,,2.0,15.0,30.0,10.0
14625180,1499.0,43.0,25.0,955.0,467.0,0.0,,,,4.0,5.0,3.0
14625190,1648.0,164.0,62.0,987.0,412.0,8.0,,,,4.0,10.0,16.0
14625200,4094.0,468.0,193.0,2337.0,1043.0,5.0,,,0.0,8.0,39.0,92.0
14625210,,,,,,,,,,,,
14625220,3750.0,236.0,128.0,2176.0,1167.0,2.0,,,,15.0,27.0,14.0
14625230,4175.0,157.0,145.0,2916.0,915.0,17.0,,,1.0,9.0,15.0,9.0
14625240,9544.0,1399.0,589.0,1992.0,4926.0,77.0,1.0,,,257.0,303.0,111.0
14625250,5325.0,737.0,377.0,2703.0,1272.0,10.0,,,1.0,70.0,154.0,142.0
14625260,,,,,,,,,,,,
14625270,7848.0,321.0,112.0,1025.0,5889.0,10.0,2.0,,0.0,458.0,31.0,24.0
14625280,4717.0,345.0,158.0,2102.0,1396.0,17.0,0.0,,10.0,43.0,644.0,55.0
14625290,4364.0,181.0,366.0,3219.0,536.0,23.0,,,1.0,7.0,31.0,9.0
14625300,6381.0,361.0,190.0,974.0,4820.0,0.0,,,1.0,16.0,20.0,58.0
14625310,4213.0,676.0,212.0,700.0,2149.0,44.0,18.0,,,150.0,264.0,163.0
14625320,1472.0,82.0,39.0,1128.0,206.0,6.0,,,,3.0,8.0,2.0
14625330,13453.0,1011.0,465.0,3062.0,6100.0,156.0,,0.0,,585.0,2074.0,38.0
14625340,9327.0,482.0,318.0,4855.0,2972.0,37.0,,,17.0,103.0,543.0,30.0
14625350,2293.0,115.0,75.0,1263.0,804.0,1.0,,1.0,2.0,11.0,22.0,13.0
14625360,4601.0,240.0,139.0,2647.0,1424.0,2.0,,,23.0,21.0,106.0,25.0
14625370,3947.0,123.0,102.0,1841.0,1557.0,1.0,4.0,,2.0,301.0,15.0,17.0
14625380,2130.0,218.0,116.0,1052.0,714.0,6.0,,,1.0,10.0,14.0,21.0
14625390,982.0,153.0,42.0,544.0,233.0,1.0,,,,1.0,8.0,32.0
14625400,,,,,,,,,,,,
14625410,1199.0,129.0,67.0,405.0,590.0,2.0,,,0.0,1.0,6.0,11.0
14625420,4371.0,247.0,134.0,1629.0,1988.0,3.0,0.0,0.0,1.0,81.0,288.0,2.0
14625430,2593.0,547.0,157.0,1447.0,395.0,6.0,,,,13.0,28.0,89.0
14625440,2335.0,97.0,76.0,2005.0,132.0,0.0,0.0,,,9.0,15.0,11.0
