ags,land_total,land_settlement,land_traffic,veg_agri,veg_forrest,veg_wood,veg_heath,veg_moor,veg_marsh,veg_plant_uncover_com,water_total,settlement_ghd
03351003,1258.0,86.0,54.0,815.0,264.0,14.0,,,4.0,0.0,20.0,11.0
03351004,16440.0,867.0,722.0,8061.0,6257.0,114.0,7.0,314.0,5.0,11.0,81.0,71.0
03351005,1633.0,105.0,75.0,1154.0,246.0,19.0,,,,0.0,33.0,3.0
03351006,17602.0,2983.0,1362.0,6200.0,5988.0,333.0,321.0,62.0,29.0,17.0,308.0,370.0
03351007,2289.0,212.0,111.0,1488.0,391.0,28.0,,,2.0,0.0,58.0,13.0
03351008,5704.0,235.0,222.0,3578.0,1392.0,115.0,0.0,14.0,93.0,3.0,52.0,5.0
03351009,,,,,,,,,,,,
03351010,10231.0,563.0,848.0,2165.0,5812.0,144.0,544.0,41.0,5.0,46.0,63.0,138.0
03351011,,,,,,,,,,,,
03351012,5681.0,571.0,244.0,1181.0,3549.0,54.0,,24.0,0.0,3.0,54.0,67.0
03351013,,,,,,,,,,,,
03351014,,,,,,,,,,,,
03351015,3665.0,143.0,142.0,2414.0,858.0,65.0,0.0,5.0,,8.0,31.0,8.0
03351016,3843.0,385.0,196.0,2018.0,1175.0,19.0,5.0,1.0,12.0,0.0,33.0,35.0
03351017,3357.0,186.0,125.0,2252.0,695.0,35.0,,0.0,8.0,3.0,53.0,5.0
03351018,1760.0,352.0,108.0,619.0,608.0,39.0,,,1.0,3.0,30.0,47.0
03351019,,,,,,,,,,,,
03351020,,,,,,,,,,,,
03351021,1781.0,283.0,82.0,777.0,603.0,12.0,,,,1.0,23.0,32.0
03351022,4055.0,312.0,170.0,2499.0,898.0,47.0,1.0,15.0,6.0,2.0,105.0,5.0
03351023,6326.0,677.0,286.0,1823.0,3325.0,125.0,3.0,,9.0,4.0,75.0,173.0
03351024,15585.0,949.0,595.0,4597.0,7743.0,228.0,13.0,296.0,15.0,566.0,583.0,39.0
03351025,19677.0,584.0,587.0,6010.0,11609.0,251.0,36.0,164.0,57.0,15.0,365.0,37.0
03351026,19650.0,1009.0,704.0,4619.0,12353.0,256.0,207.0,175.0,7.0,167.0,152.0,243.0
03351501,9148.0,499.0,238.0,460.0,4961.0,658.0,538.0,418.0,2.0,1309.0,65.0,50.0
03352000,205897.0,15183.0,8938.0,149137.0,16688.0,2283.0,641.0,5904.0,240.0,1436.0,5446.0,1051.0
03352001,,,,,,,,,,,,
03352002,3973.0,99.0,113.0,2535.0,435.0,3.0,2.0,753.0,1.0,2.0,32.0,4.0
03352003,,,,,,,,,,,,
03352004,2572.0,107.0,58.0,2298.0,6.0,8.0,,,,15.0,80.0,2.0
03352005,,,,,,,,,,,,
03352006,,,,,,,,,,,,
03352007,,,,,,,,,,,,
03352008,2321.0,140.0,47.0,2072.0,10.0,4.0,,30.0,0.0,5.0,14.0,13.0
03352009,,,,,,,,,,,,
03352010,,,,,,,,,,,,
03352011,16192.0,2668.0,863.0,9990.0,1473.0,183.0,301.0,71.0,4.0,379.0,262.0,448.0
03352012,,,,,,,,,,,,
03352013,,,,,,,,,,,,
03352014,,,,,,,,,,,,
03352015,,,,,,,,,,,,
03352016,,,,,,,,,,,,
03352017,,,,,,,,,,,,
03352018,,,,,,,,,,,,
03352019,,,,,,,,,,,,
03352020,3073.0,259.0,147.0,2123.0,393.0,12.0,3.0,39.0,2.0,4.0,91.0,20.0
03352021,,,,,,,,,,,,
03352022,4507.0,580.0,227.0,3282.0,147.0,117.0,8.0,10.0,3.0,10.0,124.0,36.0
03352023,,,,,,,,,,,,
03352024,2082.0,124.0,96.0,1733.0,77.0,12.0,6.0,6.0,0.0,0.0,29.0,2.0
03352025,4028.0,204.0,71.0,3625.0,16.0,5.0,0.0,34.0,,5.0,68.0,7.0
03352026,,,,,,,,,,,,
03352027,,,,,,,,,,,,
03352028,,,,,,,,,,,,
03352029,5287.0,366.0,229.0,3736.0,820.0,33.0,1.0,47.0,2.0,7.0,47.0,33.0
03352030,,,,,,,,,,,,
03352031,,,,,,,,,,,,
03352032,14174.0,1018.0,714.0,10200.0,496.0,140.0,13.0,693.0,7.0,113.0,781.0,56.0
03352033,,,,,,,,,,,,
03352034,,,,,,,,,,,,
03352035,,,,,,,,,,,,
03352036,3375.0,113.0,126.0,2785.0,176.0,22.0,1.0,118.0,1.0,1.0,30.0,4.0
03352037,,,,,,,,,,,,
03352038,1964.0,120.0,57.0,1747.0,7.0,6.0,,,,0.0,28.0,7.0
03352039,985.0,86.0,42.0,808.0,1.0,3.0,,,,1.0,43.0,6.0
03352040,,,,,,,,,,,,
03352041,2129.0,124.0,39.0,1922.0,16.0,2.0,,3.0,,2.0,20.0,2.0
03352042,3271.0,153.0,69.0,2920.0,11.0,5.0,,,2.0,1.0,110.0,5.0
03352043,1350.0,69.0,25.0,1207.0,2.0,1.0,,2.0,0.0,9.0,34.0,2.0
03352044,4799.0,293.0,146.0,3965.0,49.0,37.0,5.0,138.0,0.0,1.0,165.0,6.0
03352045,1021.0,62.0,18.0,890.0,2.0,7.0,,,,9.0,32.0,3.0
03352046,3355.0,471.0,171.0,2551.0,16.0,5.0,,,9.0,9.0,123.0,43.0
03352047,,,,,,,,,,,,
03352048,,,,,,,,,,,,
03352049,,,,,,,,,,,,
03352050,11357.0,901.0,617.0,8089.0,510.0,212.0,23.0,519.0,42.0,74.0,369.0,38.0
03352051,3607.0,130.0,57.0,2920.0,34.0,10.0,,370.0,2.0,18.0,66.0,2.0
03352052,3044.0,96.0,105.0,2456.0,47.0,13.0,,266.0,,6.0,56.0,1.0
03352053,,,,,,,,,,,,
03352054,,,,,,,,,,,,
03352055,5393.0,228.0,165.0,4170.0,220.0,58.0,1.0,486.0,0.0,7.0,56.0,11.0
03352056,5563.0,424.0,216.0,3428.0,1097.0,34.0,3.0,148.0,0.0,20.0,193.0,17.0
03352057,,,,,,,,,,,,
03352058,,,,,,,,,,,,
03352059,19805.0,1168.0,881.0,13968.0,2709.0,253.0,70.0,544.0,1.0,18.0,194.0,50.0
03352060,19743.0,1111.0,964.0,13413.0,2244.0,499.0,101.0,613.0,23.0,178.0,596.0,66.0
03352061,18173.0,1545.0,861.0,13950.0,674.0,92.0,55.0,27.0,7.0,512.0,449.0,64.0
03352062,35656.0,2251.0,1715.0,23863.0,4980.0,494.0,48.0,986.0,130.0,28.0,1162.0,93.0
03352063,3098.0,274.0,100.0,2493.0,21.0,11.0,1.0,,2.0,3.0,194.0,12.0
03353000,124845.0,14421.0,6963.0,62868.0,34322.0,1005.0,1704.0,785.0,204.0,235.0,2338.0,1030.0
03353001,1549.0,215.0,86.0,960.0,249.0,10.0,2.0,2.0,1.0,2.0,22.0,3.0
03353002,1469.0,146.0,55.0,742.0,477.0,11.0,20.0,6.0,1.0,,12.0,2.0
03353003,387.0,162.0,29.0,121.0,61.0,2.0,2.0,3.0,,1.0,7.0,3.0
03353004,1402.0,115.0,83.0,813.0,377.0,7.0,2.0,,1.0,0.0,4.0,10.0
03353005,7476.0,1893.0,574.0,2219.0,2512.0,67.0,70.0,39.0,1.0,0.0,101.0,136.0
03353006,1220.0,86.0,39.0,830.0,224.0,5.0,11.0,17.0,1.0,0.0,7.0,0.0
03353007,3035.0,280.0,144.0,2106.0,32.0,87.0,,5.0,5.0,63.0,312.0,6.0
03353008,573.0,53.0,19.0,373.0,121.0,3.0,0.0,1.0,0.0,,4.0,3.0
03353009,4883.0,226.0,222.0,2030.0,2022.0,28.0,328.0,9.0,,2.0,15.0,14.0
03353010,1374.0,70.0,54.0,888.0,345.0,7.0,2.0,5.0,,,3.0,4.0
03353011,1688.0,77.0,100.0,636.0,855.0,7.0,5.0,4.0,1.0,,2.0,0.0
03353012,1502.0,123.0,66.0,759.0,518.0,14.0,8.0,1.0,1.0,0.0,10.0,16.0
03353013,1660.0,68.0,59.0,834.0,694.0,3.0,1.0,,0.0,0.0,2.0,4.0
03353014,1829.0,82.0,66.0,1271.0,382.0,3.0,4.0,13.0,0.0,0.0,7.0,1.0
03353015,2700.0,290.0,119.0,773.0,1234.0,16.0,229.0,17.0,2.0,,18.0,3.0
03353016,5939.0,411.0,200.0,1878.0,3184.0,16.0,189.0,22.0,3.0,1.0,34.0,14.0
03353017,599.0,48.0,26.0,305.0,202.0,5.0,0.0,7.0,,,6.0,4.0
03353018,3890.0,235.0,157.0,2837.0,455.0,37.0,4.0,148.0,0.0,,18.0,17.0
03353019,2196.0,246.0,130.0,1330.0,420.0,26.0,0.0,11.0,1.0,1.0,31.0,31.0
03353020,2805.0,487.0,153.0,960.0,1145.0,12.0,9.0,13.0,,0.0,26.0,8.0
03353021,1269.0,151.0,56.0,501.0,511.0,9.0,18.0,12.0,1.0,0.0,11.0,5.0
03353022,1001.0,65.0,51.0,826.0,27.0,6.0,,10.0,,,17.0,3.0
03353023,2611.0,234.0,158.0,1885.0,42.0,34.0,,16.0,15.0,16.0,210.0,22.0
03353024,1342.0,112.0,72.0,778.0,363.0,4.0,3.0,,,,10.0,18.0
03353025,1128.0,109.0,49.0,780.0,142.0,8.0,,17.0,5.0,,19.0,3.0
03353026,5634.0,926.0,309.0,2717.0,1495.0,9.0,73.0,63.0,1.0,12.0,28.0,149.0
03353027,3424.0,170.0,103.0,2222.0,806.0,17.0,15.0,58.0,12.0,1.0,20.0,1.0
03353028,1634.0,134.0,70.0,1061.0,323.0,12.0,2.0,1.0,7.0,9.0,16.0,6.0
03353029,6378.0,855.0,406.0,2593.0,2468.0,37.0,8.0,0.0,0.0,,10.0,39.0
03353030,3491.0,319.0,136.0,1837.0,1132.0,18.0,15.0,8.0,1.0,0.0,25.0,35.0
03353031,10533.0,2242.0,1108.0,5296.0,1417.0,118.0,11.0,13.0,2.0,19.0,308.0,152.0
03353032,3876.0,568.0,329.0,2027.0,704.0,61.0,0.0,7.0,4.0,22.0,154.0,50.0
03353033,2485.0,269.0,117.0,1673.0,155.0,23.0,3.0,7.0,9.0,5.0,224.0,7.0
03353034,2935.0,154.0,150.0,1532.0,1048.0,14.0,7.0,19.0,2.0,,9.0,10.0
03353035,4845.0,581.0,281.0,1952.0,1876.0,28.0,16.0,84.0,1.0,0.0,27.0,43.0
03353036,4830.0,97.0,154.0,757.0,3150.0,4.0,619.0,33.0,7.0,1.0,9.0,1.0
03353037,1395.0,72.0,48.0,683.0,509.0,44.0,6.0,,,,33.0,
03353038,2004.0,115.0,74.0,1109.0,666.0,7.0,0.0,22.0,0.0,,10.0,2.0
03353039,2164.0,166.0,100.0,1265.0,600.0,17.0,2.0,4.0,,,9.0,31.0
03353040,10977.0,1554.0,694.0,6824.0,1034.0,144.0,1.0,4.0,117.0,79.0,528.0,161.0
03353041,1861.0,120.0,70.0,1336.0,230.0,11.0,4.0,76.0,0.0,0.0,14.0,4.0
03353042,852.0,94.0,49.0,551.0,114.0,13.0,16.0,6.0,1.0,0.0,7.0,6.0
03354000,122722.0,5003.0,5147.0,62725.0,45147.0,701.0,690.0,65.0,276.0,287.0,2679.0,332.0
03354001,2564.0,121.0,129.0,1831.0,438.0,13.0,4.0,2.0,3.0,1.0,23.0,4.0
03354002,7235.0,238.0,302.0,3939.0,2688.0,24.0,8.0,2.0,4.0,7.0,22.0,12.0
03354003,1638.0,48.0,59.0,1145.0,141.0,27.0,,0.0,22.0,8.0,187.0,1.0
03354004,7662.0,652.0,462.0,5225.0,867.0,77.0,19.0,4.0,44.0,22.0,290.0,48.0
03354005,2841.0,183.0,90.0,1329.0,1008.0,5.0,7.0,1.0,38.0,13.0,167.0,5.0
03354006,4075.0,107.0,155.0,1310.0,2484.0,5.0,8.0,2.0,1.0,0.0,5.0,4.0
03354007,2135.0,144.0,98.0,557.0,1212.0,5.0,8.0,6.0,16.0,7.0,82.0,34.0
03354008,4830.0,140.0,189.0,2816.0,1541.0,25.0,6.0,0.0,1.0,5.0,106.0,5.0
03354009,5867.0,367.0,323.0,2344.0,2502.0,46.0,7.0,,13.0,28.0,237.0,25.0
03354010,1950.0,110.0,76.0,1029.0,458.0,9.0,33.0,,44.0,13.0,178.0,12.0
03354011,3615.0,143.0,157.0,2303.0,943.0,17.0,1.0,0.0,0.0,11.0,41.0,9.0
03354012,3173.0,142.0,113.0,853.0,2047.0,5.0,4.0,0.0,0.0,1.0,7.0,21.0
03354013,4154.0,148.0,184.0,2785.0,975.0,24.0,1.0,1.0,1.0,1.0,34.0,2.0
03354014,4106.0,100.0,160.0,1833.0,1709.0,16.0,3.0,2.0,31.0,26.0,224.0,1.0
03354015,6448.0,172.0,259.0,4387.0,1352.0,122.0,,20.0,4.0,8.0,125.0,1.0
03354016,2237.0,85.0,90.0,1737.0,277.0,13.0,0.0,1.0,0.0,1.0,32.0,6.0
03354017,1952.0,101.0,85.0,1356.0,316.0,18.0,1.0,,1.0,22.0,53.0,3.0
03354018,8946.0,680.0,493.0,6199.0,1309.0,49.0,0.0,2.0,6.0,17.0,192.0,89.0
03354019,2273.0,143.0,95.0,817.0,977.0,30.0,7.0,,1.0,51.0,152.0,5.0
03354020,4176.0,65.0,169.0,1895.0,1870.0,46.0,71.0,17.0,8.0,0.0,34.0,1.0
03354021,2376.0,68.0,60.0,1603.0,336.0,12.0,0.0,1.0,29.0,17.0,249.0,3.0
03354022,5436.0,177.0,250.0,3332.0,1615.0,19.0,7.0,5.0,1.0,2.0,28.0,12.0
03354023,6686.0,143.0,266.0,3295.0,2486.0,21.0,405.0,,2.0,10.0,58.0,3.0
03354024,4928.0,159.0,196.0,2525.0,2001.0,22.0,13.0,,1.0,2.0,9.0,6.0
03354025,2805.0,134.0,126.0,1930.0,550.0,24.0,,,0.0,4.0,38.0,3.0
03354026,3019.0,187.0,140.0,2122.0,452.0,16.0,0.0,,5.0,6.0,89.0,5.0
03354027,5198.0,245.0,202.0,2199.0,2507.0,12.0,22.0,,0.0,0.0,9.0,12.0
03354501,5211.0,1.0,162.0,28.0,4958.0,,55.0,,,1.0,6.0,
03354502,5192.0,1.0,60.0,1.0,5130.0,,,,,,,0.0
03355000,132779.0,9873.0,5621.0,67904.0,43100.0,1080.0,353.0,47.0,260.0,1150.0,3393.0,801.0
03355001,1608.0,480.0,120.0,629.0,324.0,8.0,1.0,11.0,,12.0,23.0,26.0
03355002,2735.0,226.0,131.0,1453.0,848.0,17.0,28.0,2.0,1.0,5.0,24.0,18.0
03355003,1183.0,92.0,69.0,806.0,46.0,30.0,,1.0,0.0,12.0,128.0,7.0
03355004,2333.0,384.0,190.0,1190.0,484.0,25.0,1.0,9.0,2.0,6.0,42.0,30.0
03355005,931.0,130.0,45.0,316.0,432.0,3.0,1.0,,2.0,,2.0,1.0
03355006,1977.0,61.0,52.0,1067.0,759.0,20.0,5.0,1.0,4.0,,8.0,
03355007,983.0,190.0,46.0,611.0,81.0,12.0,0.0,,2.0,1.0,40.0,5.0
03355008,3290.0,110.0,110.0,1668.0,1380.0,11.0,2.0,2.0,1.0,0.0,5.0,7.0
03355009,14065.0,764.0,509.0,8148.0,3314.0,134.0,6.0,,105.0,289.0,796.0,50.0
03355010,2546.0,60.0,85.0,1357.0,1031.0,7.0,0.0,,,0.0,6.0,7.0
03355011,1986.0,243.0,96.0,1256.0,290.0,15.0,2.0,2.0,4.0,5.0,73.0,4.0
03355012,1709.0,59.0,57.0,1026.0,552.0,8.0,,1.0,0.0,1.0,5.0,4.0
03355013,5006.0,289.0,223.0,2480.0,1930.0,49.0,1.0,0.0,1.0,6.0,26.0,34.0
03355014,1125.0,178.0,68.0,270.0,589.0,7.0,0.0,,0.0,1.0,12.0,9.0
03355015,1072.0,73.0,52.0,789.0,74.0,14.0,,,4.0,1.0,65.0,3.0
03355016,2282.0,179.0,105.0,1068.0,907.0,14.0,2.0,0.0,0.0,0.0,8.0,12.0
03355017,988.0,106.0,88.0,673.0,42.0,28.0,0.0,1.0,,8.0,41.0,8.0
03355018,1462.0,74.0,42.0,1110.0,53.0,19.0,,,5.0,14.0,145.0,4.0
03355019,1018.0,136.0,51.0,633.0,27.0,8.0,1.0,,0.0,27.0,135.0,5.0
03355020,2003.0,142.0,70.0,855.0,904.0,13.0,2.0,4.0,2.0,0.0,11.0,14.0
03355021,1905.0,213.0,56.0,1087.0,508.0,4.0,,,0.0,1.0,37.0,2.0
03355022,7050.0,2339.0,804.0,1746.0,1869.0,85.0,2.0,1.0,4.0,69.0,130.0,355.0
03355023,1444.0,65.0,44.0,815.0,472.0,20.0,18.0,0.0,2.0,0.0,8.0,0.0
03355024,1635.0,190.0,84.0,808.0,527.0,7.0,,0.0,2.0,2.0,14.0,28.0
03355025,4431.0,149.0,178.0,2331.0,1729.0,16.0,8.0,6.0,1.0,1.0,11.0,6.0
03355026,2686.0,204.0,109.0,1570.0,769.0,14.0,5.0,,1.0,3.0,12.0,20.0
03355027,3293.0,119.0,101.0,1699.0,1312.0,33.0,11.0,0.0,,0.0,18.0,1.0
03355028,2253.0,133.0,126.0,777.0,1151.0,17.0,13.0,2.0,3.0,13.0,17.0,11.0
03355029,6625.0,80.0,141.0,2085.0,4170.0,63.0,65.0,,5.0,0.0,14.0,1.0
03355030,3047.0,101.0,98.0,1792.0,1040.0,7.0,2.0,,1.0,1.0,5.0,5.0
03355031,1487.0,222.0,76.0,668.0,491.0,13.0,7.0,,,4.0,6.0,3.0
03355032,2287.0,139.0,88.0,1251.0,772.0,15.0,5.0,,,2.0,15.0,1.0
03355033,2690.0,227.0,154.0,1248.0,942.0,12.0,0.0,,0.0,23.0,84.0,16.0
03355034,3605.0,136.0,129.0,1395.0,1815.0,46.0,53.0,1.0,3.0,1.0,28.0,4.0
03355035,1856.0,111.0,59.0,862.0,793.0,17.0,4.0,1.0,1.0,0.0,9.0,10.0
03355036,2674.0,113.0,89.0,1525.0,917.0,8.0,4.0,,0.0,0.0,18.0,2.0
03355037,1960.0,89.0,59.0,1040.0,741.0,19.0,1.0,,0.0,,10.0,1.0
03355038,2197.0,117.0,95.0,1146.0,817.0,8.0,5.0,,2.0,0.0,6.0,30.0
03355039,828.0,112.0,38.0,545.0,119.0,7.0,1.0,,,0.0,4.0,0.0
03355040,1489.0,98.0,94.0,561.0,520.0,54.0,97.0,,1.0,38.0,25.0,1.0
03355041,2037.0,128.0,61.0,753.0,1077.0,7.0,,,0.0,,11.0,1.0
03355042,1203.0,112.0,61.0,959.0,26.0,11.0,,,1.0,4.0,30.0,19.0
03355049,23796.0,698.0,665.0,13839.0,6457.0,158.0,,,98.0,599.0,1283.0,34.0
03356000,65267.0,7092.0,3002.0,42938.0,7108.0,672.0,121.0,1428.0,189.0,1158.0,1559.0,364.0
03356001,1074.0,103.0,59.0,524.0,368.0,5.0,1.0,11.0,,,3.0,2.0
03356002,5577.0,653.0,170.0,4600.0,50.0,5.0,1.0,49.0,,5.0,46.0,23.0
03356003,3033.0,358.0,165.0,1904.0,373.0,23.0,13.0,173.0,1.0,0.0,22.0,26.0
03356004,3537.0,141.0,157.0,1784.0,1293.0,65.0,25.0,42.0,4.0,10.0,18.0,5.0
03356005,7255.0,946.0,308.0,5419.0,127.0,81.0,5.0,84.0,74.0,5.0,207.0,51.0
03356006,1237.0,51.0,67.0,628.0,474.0,13.0,0.0,,,,4.0,2.0
03356007,14717.0,1673.0,771.0,9519.0,1349.0,223.0,18.0,639.0,31.0,291.0,203.0,95.0
03356008,3293.0,639.0,227.0,2070.0,201.0,59.0,7.0,6.0,20.0,3.0,60.0,46.0
03356009,13257.0,1300.0,546.0,7611.0,1849.0,135.0,34.0,88.0,35.0,820.0,840.0,91.0
03356010,4649.0,343.0,197.0,3000.0,746.0,9.0,5.0,283.0,0.0,14.0,51.0,10.0
03356011,7638.0,885.0,335.0,5880.0,279.0,54.0,11.0,53.0,25.0,10.0,105.0,13.0
03357000,207478.0,14422.0,9608.0,138054.0,32506.0,3283.0,1079.0,5575.0,350.0,648.0,1952.0,993.0
03357001,3462.0,192.0,138.0,1973.0,1044.0,40.0,20.0,12.0,0.0,2.0,41.0,8.0
03357002,1622.0,81.0,68.0,1328.0,88.0,24.0,0.0,2.0,,6.0,24.0,5.0
03357003,3575.0,122.0,111.0,2778.0,323.0,31.0,70.0,119.0,,1.0,21.0,6.0
03357004,3244.0,146.0,141.0,2322.0,540.0,32.0,1.0,46.0,,1.0,16.0,10.0
03357005,1993.0,119.0,107.0,1482.0,169.0,25.0,5.0,76.0,0.0,0.0,10.0,4.0
03357006,1671.0,185.0,82.0,1165.0,215.0,8.0,,,,,16.0,25.0
03357007,3652.0,131.0,179.0,2967.0,207.0,32.0,66.0,14.0,0.0,11.0,44.0,10.0
03357008,15042.0,1290.0,712.0,9952.0,2297.0,155.0,37.0,339.0,13.0,6.0,241.0,73.0
03357009,2520.0,132.0,98.0,1178.0,1017.0,29.0,,19.0,5.0,15.0,26.0,10.0
03357010,2560.0,99.0,108.0,1753.0,359.0,145.0,2.0,23.0,38.0,8.0,26.0,2.0
03357011,2027.0,89.0,75.0,1637.0,153.0,22.0,11.0,12.0,2.0,14.0,12.0,2.0
03357012,2893.0,123.0,124.0,2251.0,338.0,8.0,6.0,15.0,,13.0,14.0,4.0
03357013,4910.0,327.0,263.0,3770.0,228.0,121.0,120.0,47.0,1.0,1.0,33.0,33.0
03357014,2553.0,98.0,91.0,1955.0,283.0,10.0,18.0,89.0,,1.0,7.0,3.0
03357015,3614.0,244.0,159.0,2454.0,572.0,44.0,1.0,102.0,7.0,,30.0,9.0
03357016,12323.0,1119.0,533.0,8137.0,1131.0,244.0,56.0,842.0,100.0,40.0,121.0,45.0
03357017,1236.0,50.0,84.0,739.0,343.0,4.0,2.0,,0.0,,14.0,0.0
03357018,4862.0,399.0,230.0,3278.0,572.0,243.0,3.0,32.0,27.0,29.0,47.0,40.0
03357019,1361.0,53.0,58.0,1103.0,118.0,7.0,3.0,6.0,0.0,1.0,12.0,1.0
03357020,1171.0,114.0,54.0,817.0,131.0,14.0,1.0,31.0,,,11.0,1.0
03357021,8246.0,487.0,319.0,6067.0,958.0,47.0,85.0,167.0,4.0,22.0,91.0,37.0
03357022,2753.0,144.0,114.0,1461.0,746.0,115.0,,29.0,,108.0,35.0,1.0
03357023,2179.0,141.0,83.0,1560.0,288.0,16.0,3.0,56.0,1.0,7.0,24.0,12.0
03357024,2236.0,131.0,96.0,1263.0,647.0,53.0,8.0,7.0,,0.0,31.0,16.0
03357025,2758.0,141.0,109.0,1904.0,371.0,45.0,,175.0,,,12.0,6.0
03357026,2993.0,89.0,128.0,2101.0,566.0,7.0,72.0,15.0,,0.0,14.0,2.0
03357027,2943.0,137.0,96.0,1396.0,1120.0,40.0,9.0,112.0,,3.0,31.0,2.0
03357028,2258.0,126.0,112.0,1610.0,273.0,43.0,1.0,82.0,,2.0,8.0,4.0
03357029,1027.0,70.0,74.0,665.0,154.0,0.0,9.0,46.0,0.0,,10.0,1.0
03357030,1615.0,74.0,73.0,1148.0,249.0,32.0,1.0,23.0,0.0,2.0,13.0,1.0
03357031,3691.0,148.0,145.0,2145.0,914.0,21.0,1.0,293.0,,,25.0,6.0
03357032,1468.0,79.0,50.0,1111.0,200.0,20.0,0.0,,,2.0,6.0,
03357033,2202.0,180.0,113.0,940.0,678.0,40.0,7.0,202.0,6.0,1.0,36.0,11.0
03357034,506.0,42.0,30.0,389.0,28.0,8.0,0.0,,,,8.0,2.0
03357035,3384.0,191.0,186.0,2410.0,518.0,41.0,3.0,19.0,0.0,4.0,12.0,10.0
03357036,2848.0,169.0,98.0,2087.0,278.0,54.0,19.0,117.0,1.0,3.0,22.0,5.0
03357037,2853.0,175.0,160.0,2178.0,253.0,25.0,0.0,35.0,1.0,0.0,26.0,7.0
03357038,2456.0,142.0,103.0,1649.0,421.0,12.0,103.0,11.0,0.0,0.0,15.0,6.0
03357039,9906.0,1134.0,726.0,4662.0,2619.0,318.0,0.0,296.0,4.0,2.0,143.0,154.0
03357040,3158.0,150.0,107.0,2235.0,391.0,24.0,67.0,138.0,1.0,0.0,44.0,10.0
03357041,15002.0,1032.0,701.0,10846.0,1558.0,239.0,23.0,452.0,8.0,9.0,135.0,76.0
03357042,1875.0,193.0,73.0,996.0,282.0,15.0,27.0,4.0,1.0,263.0,20.0,7.0
03357043,4214.0,276.0,186.0,2914.0,492.0,60.0,42.0,156.0,47.0,3.0,38.0,12.0
03357044,1853.0,401.0,124.0,1009.0,170.0,83.0,6.0,44.0,,1.0,15.0,47.0
03357045,2861.0,480.0,207.0,1716.0,337.0,37.0,7.0,30.0,2.0,6.0,39.0,46.0
03357046,2473.0,73.0,102.0,1585.0,204.0,44.0,26.0,347.0,68.0,6.0,19.0,1.0
03357047,2654.0,275.0,136.0,1784.0,283.0,48.0,4.0,89.0,0.0,8.0,27.0,9.0
03357048,2397.0,240.0,96.0,949.0,796.0,4.0,2.0,269.0,0.0,17.0,24.0,10.0
03357049,1762.0,76.0,76.0,1252.0,295.0,18.0,1.0,21.0,2.0,0.0,22.0,1.0
03357050,2134.0,91.0,66.0,1589.0,280.0,3.0,41.0,49.0,0.0,1.0,13.0,1.0
03357051,15920.0,901.0,687.0,10295.0,3742.0,114.0,1.0,63.0,5.0,5.0,108.0,60.0
03357052,2167.0,92.0,76.0,1558.0,273.0,141.0,9.0,4.0,,7.0,6.0,2.0
03357053,1204.0,69.0,67.0,845.0,196.0,6.0,11.0,6.0,,0.0,5.0,19.0
03357054,2018.0,94.0,94.0,1215.0,523.0,19.0,4.0,59.0,,4.0,5.0,5.0
03357055,1837.0,123.0,81.0,1391.0,107.0,28.0,1.0,88.0,,6.0,13.0,2.0
03357056,1923.0,114.0,64.0,1534.0,93.0,1.0,18.0,88.0,,1.0,11.0,2.0
03357057,7413.0,826.0,432.0,4555.0,1079.0,223.0,47.0,160.0,4.0,5.0,83.0,109.0
03358000,188145.0,11512.0,8126.0,74010.0,74746.0,2251.0,10823.0,1499.0,327.0,3044.0,1808.0,1141.0
03358001,2594.0,109.0,95.0,1384.0,886.0,18.0,2.0,3.0,4.0,12.0,81.0,5.0
03358002,12848.0,699.0,529.0,3865.0,6039.0,79.0,1576.0,3.0,1.0,0.0,58.0,61.0
03358003,3700.0,120.0,120.0,1965.0,1360.0,13.0,8.0,0.0,7.0,9.0,98.0,6.0
03358004,6417.0,553.0,269.0,2688.0,2794.0,53.0,5.0,9.0,3.0,2.0,41.0,110.0
03358005,2710.0,290.0,166.0,1459.0,725.0,19.0,1.0,0.0,2.0,4.0,44.0,120.0
03358006,1331.0,60.0,45.0,889.0,286.0,11.0,1.0,1.0,,8.0,30.0,1.0
03358007,3415.0,132.0,175.0,1702.0,1232.0,32.0,14.0,1.0,39.0,10.0,79.0,10.0
03358008,6370.0,731.0,427.0,3020.0,2094.0,35.0,0.0,0.0,6.0,1.0,54.0,92.0
03358009,2452.0,73.0,94.0,1344.0,867.0,4.0,,,2.0,2.0,65.0,1.0
03358010,3354.0,127.0,128.0,2328.0,710.0,14.0,0.0,1.0,0.0,5.0,41.0,2.0
03358011,1645.0,64.0,59.0,896.0,591.0,10.0,3.0,,2.0,9.0,12.0,1.0
03358012,922.0,79.0,41.0,493.0,254.0,9.0,1.0,,6.0,7.0,33.0,6.0
03358013,1369.0,66.0,43.0,1009.0,183.0,8.0,,,1.0,2.0,57.0,3.0
03358014,2010.0,328.0,153.0,813.0,608.0,8.0,2.0,2.0,,27.0,67.0,53.0
03358015,1661.0,190.0,81.0,667.0,710.0,9.0,0.0,1.0,,0.0,2.0,5.0
03358016,19452.0,1360.0,542.0,3010.0,11351.0,389.0,826.0,162.0,25.0,1674.0,113.0,135.0
03358017,9709.0,561.0,377.0,5745.0,2795.0,88.0,49.0,27.0,5.0,1.0,62.0,43.0
03358018,3408.0,193.0,162.0,2192.0,555.0,22.0,135.0,,39.0,8.0,102.0,27.0
